timestamp,facility_id,facility_name,current,maximum,remaining,pct_full,page_last_update
2026-05-29T08:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,767,2500,1733,30.7,8:30 AM
2026-05-29T08:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,90,300,210,30.0,8:30 AM
2026-05-29T08:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,8,25,17,32.0,8:30 AM
2026-05-29T09:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,716,2500,1784,28.6,9:00 AM
2026-05-29T09:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,69,300,231,23.0,9:00 AM
2026-05-29T09:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,6,25,19,24.0,9:00 AM
2026-05-29T09:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,484,2500,2016,19.4,9:30 AM
2026-05-29T09:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,62,300,238,20.7,9:30 AM
2026-05-29T09:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,4,25,21,16.0,9:30 AM
2026-05-29T10:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,614,2500,1886,24.6,10:00 AM
2026-05-29T10:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,73,300,227,24.3,10:00 AM
2026-05-29T10:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,6,25,19,24.0,10:00 AM
2026-05-29T10:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,952,2500,1548,38.1,10:30 AM
2026-05-29T10:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,101,300,199,33.7,10:30 AM
2026-05-29T10:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,7,25,18,28.0,10:30 AM
2026-05-29T11:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1113,2500,1387,44.5,11:00 AM
2026-05-29T11:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,136,300,164,45.3,11:00 AM
2026-05-29T11:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,9,25,16,36.0,11:00 AM
2026-05-29T11:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,972,2500,1528,38.9,11:30 AM
2026-05-29T11:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,118,300,182,39.3,11:30 AM
2026-05-29T11:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,9,25,16,36.0,11:30 AM
2026-05-29T12:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1071,2500,1429,42.8,12:00 PM
2026-05-29T12:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,118,300,182,39.3,12:00 PM
2026-05-29T12:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,10,25,15,40.0,12:00 PM
2026-05-29T12:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1011,2500,1489,40.4,12:30 PM
2026-05-29T12:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,133,300,167,44.3,12:30 PM
2026-05-29T12:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,12,25,13,48.0,12:30 PM
2026-05-29T13:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1067,2500,1433,42.7,1:00 PM
2026-05-29T13:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,116,300,184,38.7,1:00 PM
2026-05-29T13:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,9,25,16,36.0,1:00 PM
2026-05-29T13:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,855,2500,1645,34.2,1:30 PM
2026-05-29T13:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,98,300,202,32.7,1:30 PM
2026-05-29T13:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,8,25,17,32.0,1:30 PM
2026-05-29T14:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,592,2500,1908,23.7,2:00 PM
2026-05-29T14:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,76,300,224,25.3,2:00 PM
2026-05-29T14:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,7,25,18,28.0,2:00 PM
2026-05-29T14:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,457,2500,2043,18.3,2:30 PM
2026-05-29T14:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,61,300,239,20.3,2:30 PM
2026-05-29T14:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,2:30 PM
2026-05-29T15:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,404,2500,2096,16.2,3:00 PM
2026-05-29T15:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,40,300,260,13.3,3:00 PM
2026-05-29T15:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,3,25,22,12.0,3:00 PM
2026-05-29T15:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,484,2500,2016,19.4,3:30 PM
2026-05-29T15:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,60,300,240,20.0,3:30 PM
2026-05-29T15:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,3:30 PM
2026-05-29T16:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1044,2500,1456,41.8,4:00 PM
2026-05-29T16:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,121,300,179,40.3,4:00 PM
2026-05-29T16:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,10,25,15,40.0,4:00 PM
2026-05-29T16:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1220,2500,1280,48.8,4:30 PM
2026-05-29T16:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,146,300,154,48.7,4:30 PM
2026-05-29T16:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,15,25,10,60.0,4:30 PM
2026-05-29T17:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,2178,2500,322,87.1,5:00 PM
2026-05-29T17:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,231,300,69,77.0,5:00 PM
2026-05-29T17:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,19,25,6,76.0,5:00 PM
2026-05-29T17:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1996,2500,504,79.8,5:30 PM
2026-05-29T17:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,272,300,28,90.7,5:30 PM
2026-05-29T17:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,25,25,0,100.0,5:30 PM
2026-05-29T18:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,2500,2500,0,100.0,6:00 PM
2026-05-29T18:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,300,300,0,100.0,6:00 PM
2026-05-29T18:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,25,25,0,100.0,6:00 PM
2026-05-29T18:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,2171,2500,329,86.8,6:30 PM
2026-05-29T18:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,248,300,52,82.7,6:30 PM
2026-05-29T18:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,21,25,4,84.0,6:30 PM
2026-05-29T19:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1960,2500,540,78.4,7:00 PM
2026-05-29T19:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,246,300,54,82.0,7:00 PM
2026-05-29T19:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,22,25,3,88.0,7:00 PM
2026-05-29T19:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1519,2500,981,60.8,7:30 PM
2026-05-29T19:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,178,300,122,59.3,7:30 PM
2026-05-29T19:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,15,25,10,60.0,7:30 PM
2026-05-29T20:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,907,2500,1593,36.3,8:00 PM
2026-05-29T20:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,112,300,188,37.3,8:00 PM
2026-05-29T20:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,7,25,18,28.0,8:00 PM
2026-05-29T20:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,568,2500,1932,22.7,8:30 PM
2026-05-29T20:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,57,300,243,19.0,8:30 PM
2026-05-29T20:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,8:30 PM
2026-05-29T21:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,275,2500,2225,11.0,9:00 PM
2026-05-29T21:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,29,300,271,9.7,9:00 PM
2026-05-29T21:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,2,25,23,8.0,9:00 PM
2026-05-29T21:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,108,2500,2392,4.3,9:30 PM
2026-05-29T21:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,14,300,286,4.7,9:30 PM
2026-05-29T21:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,1,25,24,4.0,9:30 PM
2026-05-29T22:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,40,2500,2460,1.6,10:00 PM
2026-05-29T22:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,4,300,296,1.3,10:00 PM
2026-05-29T22:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,10:00 PM
2026-05-29T22:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,16,2500,2484,0.6,10:30 PM
2026-05-29T22:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,1,300,299,0.3,10:30 PM
2026-05-29T22:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,10:30 PM
2026-05-29T23:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,4,2500,2496,0.2,11:00 PM
2026-05-29T23:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,0,300,300,0.0,11:00 PM
2026-05-29T23:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,11:00 PM
2026-05-29T23:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,49,2500,2451,2.0,11:30 PM
2026-05-29T23:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,6,300,294,2.0,11:30 PM
2026-05-29T23:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,11:30 PM
2026-05-30T00:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,55,2500,2445,2.2,12:00 AM
2026-05-30T00:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,5,300,295,1.7,12:00 AM
2026-05-30T00:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,12:00 AM
2026-05-30T00:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,46,2500,2454,1.8,12:30 AM
2026-05-30T00:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,6,300,294,2.0,12:30 AM
2026-05-30T00:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,12:30 AM
2026-05-30T01:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,47,2500,2453,1.9,1:00 AM
2026-05-30T01:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,5,300,295,1.7,1:00 AM
2026-05-30T01:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,1:00 AM
2026-05-30T01:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,52,2500,2448,2.1,1:30 AM
2026-05-30T01:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,5,300,295,1.7,1:30 AM
2026-05-30T01:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,1:30 AM
2026-05-30T02:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,52,2500,2448,2.1,2:00 AM
2026-05-30T02:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,6,300,294,2.0,2:00 AM
2026-05-30T02:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,2:00 AM
2026-05-30T02:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,43,2500,2457,1.7,2:30 AM
2026-05-30T02:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,5,300,295,1.7,2:30 AM
2026-05-30T02:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,2:30 AM
2026-05-30T03:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,52,2500,2448,2.1,3:00 AM
2026-05-30T03:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,5,300,295,1.7,3:00 AM
2026-05-30T03:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,3:00 AM
2026-05-30T03:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,53,2500,2447,2.1,3:30 AM
2026-05-30T03:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,6,300,294,2.0,3:30 AM
2026-05-30T03:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,3:30 AM
2026-05-30T04:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,57,2500,2443,2.3,4:00 AM
2026-05-30T04:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,5,300,295,1.7,4:00 AM
2026-05-30T04:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,4:00 AM
2026-05-30T04:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,45,2500,2455,1.8,4:30 AM
2026-05-30T04:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,5,300,295,1.7,4:30 AM
2026-05-30T04:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,4:30 AM
2026-05-30T05:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,46,2500,2454,1.8,5:00 AM
2026-05-30T05:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,6,300,294,2.0,5:00 AM
2026-05-30T05:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,5:00 AM
2026-05-30T05:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,45,2500,2455,1.8,5:30 AM
2026-05-30T05:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,5,300,295,1.7,5:30 AM
2026-05-30T05:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,0,25,25,0.0,5:30 AM
2026-05-30T06:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,145,2500,2355,5.8,6:00 AM
2026-05-30T06:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,18,300,282,6.0,6:00 AM
2026-05-30T06:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,1,25,24,4.0,6:00 AM
2026-05-30T06:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,240,2500,2260,9.6,6:30 AM
2026-05-30T06:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,27,300,273,9.0,6:30 AM
2026-05-30T06:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,2,25,23,8.0,6:30 AM
2026-05-30T07:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,335,2500,2165,13.4,7:00 AM
2026-05-30T07:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,39,300,261,13.0,7:00 AM
2026-05-30T07:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,3,25,22,12.0,7:00 AM
2026-05-30T07:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,467,2500,2033,18.7,7:30 AM
2026-05-30T07:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,64,300,236,21.3,7:30 AM
2026-05-30T07:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,7:30 AM
2026-05-30T08:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,561,2500,1939,22.4,8:00 AM
2026-05-30T08:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,72,300,228,24.0,8:00 AM
2026-05-30T08:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,8:00 AM
2026-05-30T08:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,458,2500,2042,18.3,8:30 AM
2026-05-30T08:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,52,300,248,17.3,8:30 AM
2026-05-30T08:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,8:30 AM
2026-05-30T09:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,403,2500,2097,16.1,9:00 AM
2026-05-30T09:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,38,300,262,12.7,9:00 AM
2026-05-30T09:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,3,25,22,12.0,9:00 AM
2026-05-30T09:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,297,2500,2203,11.9,9:30 AM
2026-05-30T09:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,35,300,265,11.7,9:30 AM
2026-05-30T09:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,2,25,23,8.0,9:30 AM
2026-05-30T10:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,368,2500,2132,14.7,10:00 AM
2026-05-30T10:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,41,300,259,13.7,10:00 AM
2026-05-30T10:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,3,25,22,12.0,10:00 AM
2026-05-30T10:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,486,2500,2014,19.4,10:30 AM
2026-05-30T10:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,69,300,231,23.0,10:30 AM
2026-05-30T10:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,4,25,21,16.0,10:30 AM
2026-05-30T11:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,678,2500,1822,27.1,11:00 AM
2026-05-30T11:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,65,300,235,21.7,11:00 AM
2026-05-30T11:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,11:00 AM
2026-05-30T11:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,717,2500,1783,28.7,11:30 AM
2026-05-30T11:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,86,300,214,28.7,11:30 AM
2026-05-30T11:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,6,25,19,24.0,11:30 AM
2026-05-30T12:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,583,2500,1917,23.3,12:00 PM
2026-05-30T12:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,80,300,220,26.7,12:00 PM
2026-05-30T12:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,6,25,19,24.0,12:00 PM
2026-05-30T12:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,736,2500,1764,29.4,12:30 PM
2026-05-30T12:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,71,300,229,23.7,12:30 PM
2026-05-30T12:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,6,25,19,24.0,12:30 PM
2026-05-30T13:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,666,2500,1834,26.6,1:00 PM
2026-05-30T13:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,61,300,239,20.3,1:00 PM
2026-05-30T13:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,1:00 PM
2026-05-30T13:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,557,2500,1943,22.3,1:30 PM
2026-05-30T13:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,66,300,234,22.0,1:30 PM
2026-05-30T13:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,4,25,21,16.0,1:30 PM
2026-05-30T14:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,352,2500,2148,14.1,2:00 PM
2026-05-30T14:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,42,300,258,14.0,2:00 PM
2026-05-30T14:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,4,25,21,16.0,2:00 PM
2026-05-30T14:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,286,2500,2214,11.4,2:30 PM
2026-05-30T14:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,39,300,261,13.0,2:30 PM
2026-05-30T14:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,3,25,22,12.0,2:30 PM
2026-05-30T15:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,208,2500,2292,8.3,3:00 PM
2026-05-30T15:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,24,300,276,8.0,3:00 PM
2026-05-30T15:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,2,25,23,8.0,3:00 PM
2026-05-30T15:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,325,2500,2175,13.0,3:30 PM
2026-05-30T15:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,35,300,265,11.7,3:30 PM
2026-05-30T15:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,3,25,22,12.0,3:30 PM
2026-05-30T16:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,521,2500,1979,20.8,4:00 PM
2026-05-30T16:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,61,300,239,20.3,4:00 PM
2026-05-30T16:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,4,25,21,16.0,4:00 PM
2026-05-30T16:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,920,2500,1580,36.8,4:30 PM
2026-05-30T16:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,115,300,185,38.3,4:30 PM
2026-05-30T16:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,8,25,17,32.0,4:30 PM
2026-05-30T17:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1323,2500,1177,52.9,5:00 PM
2026-05-30T17:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,120,300,180,40.0,5:00 PM
2026-05-30T17:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,10,25,15,40.0,5:00 PM
2026-05-30T17:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1398,2500,1102,55.9,5:30 PM
2026-05-30T17:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,192,300,108,64.0,5:30 PM
2026-05-30T17:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,16,25,9,64.0,5:30 PM
2026-05-30T18:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1448,2500,1052,57.9,6:00 PM
2026-05-30T18:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,166,300,134,55.3,6:00 PM
2026-05-30T18:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,14,25,11,56.0,6:00 PM
2026-05-30T18:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1406,2500,1094,56.2,6:30 PM
2026-05-30T18:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,190,300,110,63.3,6:30 PM
2026-05-30T18:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,12,25,13,48.0,6:30 PM
2026-05-30T19:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,1274,2500,1226,51.0,7:00 PM
2026-05-30T19:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,150,300,150,50.0,7:00 PM
2026-05-30T19:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,12,25,13,48.0,7:00 PM
2026-05-30T19:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,924,2500,1576,37.0,7:30 PM
2026-05-30T19:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,105,300,195,35.0,7:30 PM
2026-05-30T19:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,8,25,17,32.0,7:30 PM
2026-05-30T20:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,521,2500,1979,20.8,8:00 PM
2026-05-30T20:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,63,300,237,21.0,8:00 PM
2026-05-30T20:00:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,5,25,20,20.0,8:00 PM
2026-05-30T20:30:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,274,2500,2226,11.0,8:30 PM
2026-05-30T20:30:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,34,300,266,11.3,8:30 PM
2026-05-30T20:30:00,ecd23993-65f6-4f59-9c98-730103abce7b,Rock Wall,3,25,22,12.0,8:30 PM
2026-05-30T21:00:00,26541008-adb9-4943-897b-9eeb4e685e97,ARC Access,146,2500,2354,5.8,9:00 PM
2026-05-30T21:00:00,4990212a-d51b-4793-bbde-eeeb435b0aa6,Recreation Pool,16,300,284,5.3,9:00 PM
